InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
35310515,79002693,Go Gift,11,2022-12-30 21:57:29,69.25,237526818,United Kingdom
56906701,59095402,Write Gift,9,2023-03-07 02:18:52,70.48,382037207,United Kingdom
16175081,43737529,Simply Gift,9,2022-12-18 19:34:02,45.23,186344130,United Kingdom
92167422,58631687,Difficult Gift,17,2023-03-11 16:24:28,46.54,476771110,United Kingdom
46808290,55772232,Able Gift,5,2023-01-04 18:04:30,53.17,890756297,United Kingdom
66456063,10928803,Piece Gift,1,2023-02-01 19:36:57,28.12,603088033,United Kingdom
53623756,81436114,Soon Gift,7,2023-05-22 02:46:09,99.22,211425400,United Kingdom
42411101,49543687,Attack Gift,18,2023-02-23 20:33:53,99.63,805647834,United Kingdom
47632147,73302043,Participant Gift,4,2023-06-10 12:00:37,99.81,877020929,United Kingdom
45864703,50151065,Yourself Gift,4,2023-02-24 03:12:45,92.1,665848166,United Kingdom
13059924,13476079,Law Gift,1,2022-12-16 16:56:22,14.13,299335018,United Kingdom
84896339,64194392,Some Gift,1,2023-01-29 00:11:57,70.31,865152298,United Kingdom
39783876,69341365,Practice Gift,11,2023-03-08 05:39:30,58.69,270673213,United Kingdom
72246819,33621231,Base Gift,13,2023-01-27 16:54:29,98.75,561620065,United Kingdom
C42821483,14562600,Behavior Gift,4,2023-01-24 03:08:22,82.58,881066800,United Kingdom
45840382,27291990,Least Gift,19,2023-02-11 03:32:48,19.55,510599227,United Kingdom
C11338056,90999478,Standard Gift,16,2023-05-26 01:29:15,49.47,755387972,United Kingdom
86370982,20127356,Feel Gift,5,2023-04-25 01:43:00,96.86,612101192,United Kingdom
61363975,64724775,Recent Gift,1,2023-04-12 22:06:48,40.45,355538392,United Kingdom
C51621191,64707968,Hope Gift,4,2022-12-07 17:44:52,4.99,743837567,United Kingdom
61771870,30128915,Safe Gift,9,2023-02-07 22:47:51,38.6,159563413,United Kingdom
83344171,69044002,Experience Gift,7,2022-12-09 04:23:53,36.18,239604068,United Kingdom
13530465,86348824,Street Gift,17,2023-06-23 21:00:23,24.21,116012056,United Kingdom
50395375,29746589,Before Gift,7,2023-02-02 07:55:23,82.38,857029185,United Kingdom
23270467,18612547,Blue Gift,3,2022-12-14 18:53:33,92.32,675062150,United Kingdom
94789881,26777887,Heavy Gift,7,2023-06-14 18:21:36,59.85,463139511,United Kingdom
72205466,27093117,Often Gift,11,2023-02-28 19:35:57,41.03,260322037,United Kingdom
61731769,16943682,Eat Gift,8,2023-04-14 11:44:30,42.9,362135443,United Kingdom
38893925,73326576,Source Gift,4,2023-06-15 10:56:57,34.34,865532074,United Kingdom
15529254,30216637,Raise Gift,14,2023-02-21 19:42:09,14.15,574757319,United Kingdom
28497286,24624261,Decade Gift,2,2023-04-04 10:30:41,4.36,236187471,United Kingdom
57799457,49064171,Recently Gift,20,2023-05-09 15:23:01,62.65,892534092,United Kingdom
85982616,95012336,Large Gift,4,2022-12-09 17:38:42,97.79,340162756,United Kingdom
37664726,84094318,Require Gift,18,2023-04-26 20:50:19,67.99,978793720,United Kingdom
48039091,44540432,Buy Gift,6,2023-04-03 20:29:29,18.89,486642528,United Kingdom
43270640,73133105,Direction Gift,17,2023-02-21 06:41:30,17.97,555110849,United Kingdom
53219039,79005863,Accept Gift,11,2023-05-31 14:09:52,26.15,767296440,United Kingdom
18976331,46520950,Attention Gift,17,2023-03-30 07:12:59,44.77,642462671,United Kingdom
69710615,94377311,Quite Gift,14,2023-05-04 12:23:09,25.53,443017047,United Kingdom
49512659,20281779,Source Gift,7,2023-03-15 10:42:36,51.49,846040765,United Kingdom
46165794,39351258,Agreement Gift,19,2023-05-04 01:44:29,52.64,355538392,United Kingdom
43934671,43339900,Side Gift,8,2022-12-18 21:12:11,97.53,634576860,United Kingdom
49971083,44939150,Site Gift,17,2023-04-10 07:25:05,69.2,137467145,United Kingdom
24904205,45924266,Fill Gift,20,2023-01-21 19:59:27,58.58,155676552,United Kingdom
42113831,84356474,Know Gift,3,2022-12-07 09:06:42,47.98,498963971,United Kingdom
98415406,60276367,Again Gift,18,2023-04-25 02:13:17,67.88,360529830,United Kingdom
43127106,59030612,Table Gift,13,2023-05-15 16:31:23,94.41,759458070,United Kingdom
65291344,48854655,Stock Gift,11,2023-04-26 11:06:59,57.19,782710439,United Kingdom
94846416,35247808,Attorney Gift,20,2023-03-21 14:05:16,36.99,724152917,United Kingdom
34940205,48476138,Traditional Gift,8,2023-01-03 04:11:31,98.2,779522334,United Kingdom
87667458,24411970,Apply Gift,7,2023-06-21 16:42:06,62.71,454822413,United Kingdom
20343654,47939717,Positive Gift,1,2022-12-09 11:18:33,6.49,456105295,United Kingdom
70454151,37084200,Bed Gift,13,2023-06-10 21:37:59,65.29,448263920,United Kingdom
15246892,32255912,Within Gift,4,2023-03-12 09:44:42,77.83,203490500,United Kingdom
44450888,79002693,Go Gift,11,2023-02-25 09:43:37,56.71,112731512,United Kingdom
C31739970,73376320,Hospital Gift,10,2023-04-16 08:57:07,54.51,837031299,United Kingdom
12649969,15377053,Western Gift,5,2022-12-17 08:27:22,51.39,544923824,United Kingdom
81626250,43675801,Onto Gift,20,2023-06-12 21:43:37,70.66,724069630,United Kingdom
52322889,34056901,Where Gift,10,2023-02-20 06:04:27,19.58,232732338,United Kingdom
98734841,47878599,Common Gift,9,2023-05-20 22:49:50,75.37,220226854,United Kingdom
57360030,12077414,Own Gift,16,2023-02-10 19:29:52,19.97,176044091,United Kingdom
12653492,54946478,However Gift,15,2023-06-25 22:26:17,16.52,166618978,United Kingdom
27586005,86340937,Director Gift,1,2023-03-05 08:30:21,41.31,747721790,United Kingdom
C85271531,46151576,Future Gift,19,2023-06-03 18:31:53,54.4,888106865,United Kingdom
C82586557,33848569,Defense Gift,2,2023-06-12 14:40:51,2.03,582472428,United Kingdom
95709655,37781964,First Gift,6,2022-12-14 06:42:15,36.12,935750229,United Kingdom
75993428,47144005,Item Gift,17,2023-03-12 08:13:57,44.86,761219342,United Kingdom
C72172928,10920101,Soon Gift,7,2022-12-22 06:33:21,84.72,695278007,United Kingdom
95344802,62574413,Oil Gift,17,2023-03-30 06:38:53,53.06,546894320,United Kingdom
95511452,93048375,Office Gift,18,2023-05-07 18:44:51,15.16,878728196,United Kingdom
79168905,60017463,Call Gift,15,2023-03-28 16:22:53,98.75,844397038,United Kingdom
24190305,66958025,Old Gift,20,2023-05-19 12:17:02,40.64,958598670,United Kingdom
29421416,17346694,Police Gift,3,2023-04-09 01:11:08,49.87,577310695,United Kingdom
31695719,67074008,Wait Gift,5,2023-02-24 17:44:13,92.09,828067452,United Kingdom
99656448,41921152,Until Gift,8,2023-04-15 07:30:44,19.52,584231086,United Kingdom
70208834,11836547,Dark Gift,2,2023-02-15 19:15:32,11.08,688972823,United Kingdom
16236662,14562600,Behavior Gift,13,2022-12-12 23:45:06,70.75,837028190,United Kingdom
98621491,50918668,Sign Gift,14,2023-04-05 12:56:03,0.71,112909851,United Kingdom
20024184,30761447,Production Gift,16,2023-01-18 21:34:48,29.73,928765257,United Kingdom
35232102,95891539,Program Gift,1,2023-05-09 20:56:25,14.08,774580402,United Kingdom
73122499,76490007,Itself Gift,17,2023-02-13 00:57:23,16.0,236365205,United Kingdom
80866753,49745689,List Gift,14,2023-01-02 09:02:05,58.72,241496988,United Kingdom
82408069,80633287,Local Gift,4,2023-04-19 10:37:34,61.55,219063649,United Kingdom
57838530,89853523,Seven Gift,17,2023-01-16 23:42:19,39.66,956126669,United Kingdom
17349080,26563896,Hour Gift,13,2023-02-20 16:25:00,67.48,731829856,United Kingdom
60763685,67469413,Truth Gift,8,2023-04-21 07:28:08,33.43,258610916,United Kingdom
78826941,72534930,Discuss Gift,2,2023-06-15 02:46:24,32.66,265736790,United Kingdom
18242901,20281779,Source Gift,17,2023-01-20 23:40:26,62.8,373514300,United Kingdom
39986089,20127356,Feel Gift,7,2023-03-04 05:31:25,52.67,755763545,United Kingdom
40068521,12010055,Sea Gift,17,2022-12-16 03:58:34,10.5,176610124,United Kingdom
20690367,48023642,Research Gift,3,2023-01-12 11:16:21,76.7,266801794,United Kingdom
13001626,45640132,Report Gift,5,2023-04-26 00:52:41,51.08,600905974,United Kingdom
72976021,38858797,Cut Gift,7,2022-12-27 02:58:04,64.01,241500700,United Kingdom
10894577,83628695,Movie Gift,6,2023-04-19 19:50:13,68.26,314699674,United Kingdom
51989821,23767681,As Gift,20,2023-05-18 02:55:16,28.41,896114874,United Kingdom
34584696,70881527,Industry Gift,17,2023-04-08 14:11:19,59.76,310652634,United Kingdom
73325292,44243268,Because Gift,16,2023-04-19 16:37:06,51.93,297192294,United Kingdom
C47643288,58972233,Truth Gift,14,2023-02-11 05:10:51,3.08,665956227,United Kingdom
22498465,95390920,Thus Gift,12,2022-12-04 02:16:03,45.34,552979488,United Kingdom
77732211,61083084,Draw Gift,13,2023-05-23 11:34:47,38.95,394241159,United Kingdom
81206715,33434122,Price Gift,13,2023-06-08 16:29:05,11.73,437054827,United Kingdom
17583488,80633287,Local Gift,19,2023-01-15 20:18:08,31.61,289546082,United Kingdom
36105899,10839144,Type Gift,15,2023-01-06 13:07:57,26.33,901700474,United Kingdom
72602597,68537901,Force Gift,1,2023-05-16 14:21:28,29.76,701226895,United Kingdom
61211547,75125377,Require Gift,5,2023-04-18 02:17:55,46.52,781413867,United Kingdom
92434828,29423474,None Gift,9,2023-03-08 03:34:13,97.12,206734138,United Kingdom
85988695,93591269,Student Gift,5,2023-02-22 08:26:39,43.26,846908845,United Kingdom
72280753,91006885,See Gift,4,2022-12-15 14:41:46,34.84,329742569,United Kingdom
83668275,80222981,Until Gift,5,2023-04-01 05:17:30,26.67,717297939,United Kingdom
88474886,45310786,Who Gift,12,2023-03-10 15:54:16,55.77,582922923,United Kingdom
37503632,46163535,Difference Gift,16,2023-06-21 08:09:09,21.08,829176222,United Kingdom
93495439,49997532,Certainly Gift,15,2023-05-30 12:28:19,46.38,805402354,United Kingdom
27057306,78118368,Follow Gift,4,2023-06-18 07:22:24,43.13,178689636,United Kingdom
85012055,35262733,Year Gift,3,2023-02-01 09:15:53,16.65,129077808,United Kingdom
90949140,18210679,Hand Gift,7,2023-04-03 13:27:13,59.99,966523930,United Kingdom
25618537,50199460,Relate Gift,15,2023-04-18 21:02:35,59.58,567434555,United Kingdom
73787839,56456312,Area Gift,15,2023-04-04 02:06:22,7.46,878358166,United Kingdom
49497119,56209685,Organization Gift,13,2023-06-17 14:49:56,90.56,785076412,United Kingdom
86686800,91574380,Theory Gift,2,2023-06-03 04:46:14,10.5,221093657,United Kingdom
84009313,36003788,Test Gift,18,2023-02-11 14:58:31,69.66,353241522,United Kingdom
83906416,29593330,Pretty Gift,16,2023-02-22 05:40:49,69.14,334062676,United Kingdom
21423289,52598666,Else Gift,18,2023-01-13 08:52:55,50.54,709314154,United Kingdom
27850683,81736748,Decide Gift,7,2023-02-22 13:19:34,16.54,712000636,United Kingdom
92087569,99449960,Stop Gift,1,2022-12-04 12:42:39,28.76,878161564,United Kingdom
86748653,57972649,Home Gift,17,2023-02-08 08:13:59,26.27,802388616,United Kingdom
10555079,30903944,Least Gift,19,2023-01-22 00:07:37,70.33,987907679,United Kingdom
86317878,86845556,School Gift,3,2022-12-05 10:21:23,36.74,809202929,United Kingdom
50108676,31187755,Daughter Gift,12,2023-04-06 15:27:23,12.48,557661309,United Kingdom
14089757,97606974,Morning Gift,2,2023-05-15 22:39:02,23.87,394130958,United Kingdom
79510896,16476651,Yourself Gift,4,2023-01-01 06:10:06,36.74,266801794,United Kingdom
81441130,32714585,Draw Gift,19,2023-05-31 03:34:34,35.77,220150959,United Kingdom
71169920,29485372,Kid Gift,11,2023-05-28 09:39:26,93.25,272599596,United Kingdom
86068203,45336746,Boy Gift,5,2022-12-02 00:05:48,24.97,610815302,United Kingdom
C17140047,40820418,Shake Gift,20,2023-04-07 18:07:10,43.49,875247959,United Kingdom
38111662,69110290,Focus Gift,7,2023-06-14 00:09:42,80.48,668235676,United Kingdom
43896259,15655823,President Gift,13,2022-12-17 13:12:43,0.87,774580402,United Kingdom
44652386,91570211,Pass Gift,17,2023-03-23 06:02:22,12.53,662477965,United Kingdom
51582589,57972649,Home Gift,6,2023-01-04 17:53:08,18.97,409498400,United Kingdom
54138369,58907119,Measure Gift,11,2023-03-15 08:27:07,82.79,139043106,United Kingdom
86664324,29547482,Example Gift,13,2023-04-28 03:03:24,68.56,272122426,United Kingdom
33014558,59981071,Just Gift,11,2023-06-26 17:41:22,62.17,965781360,United Kingdom
77238878,35862507,Tv Gift,7,2023-01-31 01:56:49,17.01,875307470,United Kingdom
55727221,21385644,It Gift,16,2023-02-19 06:53:24,29.1,529466903,United Kingdom
28327775,42257062,Director Gift,1,2023-03-12 17:41:01,97.92,347056628,United Kingdom
15069418,91507183,Herself Gift,12,2023-03-18 21:02:58,87.8,541964203,United Kingdom
68320031,92599049,Will Gift,15,2023-05-26 20:09:09,79.54,850618023,United Kingdom
25855564,88044108,Recent Gift,2,2023-05-11 20:44:34,7.99,367766587,United Kingdom
86491486,27809057,Turn Gift,8,2023-04-20 18:09:00,86.1,962423751,United Kingdom
12928079,33848569,Defense Gift,7,2023-03-22 12:49:25,81.25,155676552,United Kingdom
92136331,67149958,Get Gift,5,2023-05-09 13:33:08,75.58,379596735,United Kingdom
97846466,35702773,Almost Gift,6,2023-03-31 14:26:20,97.83,973682880,United Kingdom
64902404,27291990,Least Gift,2,2023-04-29 17:24:22,79.89,440455874,United Kingdom
19117083,52550832,Partner Gift,12,2023-05-09 08:52:01,5.16,725590631,United Kingdom
24711287,80323504,Nothing Gift,14,2023-05-25 22:14:23,1.57,589203647,United Kingdom
65020958,42547422,Exactly Gift,14,2023-02-07 04:25:35,60.61,296790994,United Kingdom
78160925,36050964,Sometimes Gift,10,2023-03-06 15:51:56,40.46,739491536,United Kingdom
80653545,39425100,Ability Gift,2,2023-06-16 21:28:50,22.02,219063649,United Kingdom
38017713,92208512,Home Gift,20,2023-04-20 02:04:56,57.18,454564903,United Kingdom
C73739349,52455931,Thank Gift,1,2023-01-15 23:27:09,51.17,247323437,United Kingdom
11759811,58491218,Hotel Gift,15,2023-03-27 13:56:06,16.1,510443175,United Kingdom
69953793,83609852,Sing Gift,13,2023-05-10 03:33:17,43.22,990328264,United Kingdom
86877730,89924699,By Gift,17,2023-02-11 04:51:06,67.92,397594596,United Kingdom
88678038,72980952,Decision Gift,3,2023-01-25 02:04:24,55.94,719023675,United Kingdom
17946755,22172851,Should Gift,6,2023-04-01 00:17:48,66.5,967577133,United Kingdom
14027426,42547422,Exactly Gift,15,2022-12-27 12:51:24,16.45,162886899,United Kingdom
33332061,50819790,Establish Gift,14,2023-04-16 00:31:06,52.1,265736790,United Kingdom
91744611,83691769,Level Gift,19,2023-04-26 02:05:59,14.4,579287270,United Kingdom
91945504,75719519,Discover Gift,7,2023-04-19 22:19:43,95.65,284145261,United Kingdom
57556898,60542110,Box Gift,1,2023-04-13 19:09:30,57.73,813314553,United Kingdom
49161135,69752552,Whether Gift,1,2023-02-05 18:05:23,95.76,368974617,Norway
71627258,57724345,Wall Gift,12,2023-06-24 06:43:43,37.76,478382832,United Kingdom
39789508,96932847,Southern Gift,10,2022-12-14 20:49:28,87.17,137384300,United Kingdom
40084030,98389059,Need Gift,11,2023-03-15 03:26:55,93.74,359346556,United Kingdom
22063623,68867124,Beat Gift,16,2023-03-22 09:42:23,42.68,113694646,United Kingdom
51313584,76168190,Usually Gift,18,2022-12-30 02:59:42,72.64,989375985,United Kingdom
65446914,70620659,Prepare Gift,4,2023-06-28 11:42:49,80.12,312535821,United Kingdom
33877922,29766486,Pattern Gift,4,2022-12-07 14:59:23,85.51,803475028,United Kingdom
49801810,16769385,Lead Gift,3,2023-02-24 03:15:27,10.27,230597145,United Kingdom
C35499575,78825747,Throw Gift,9,2022-12-25 14:17:13,25.93,483249940,United Kingdom
70617430,54087149,Hour Gift,3,2023-04-07 22:01:34,53.57,471846051,United Kingdom
53999430,31965543,Need Gift,12,2022-12-28 05:42:13,70.15,759458070,United Kingdom
25245854,84816027,Research Gift,19,2023-01-02 11:36:51,51.01,978735796,United Kingdom
54693568,48469790,List Gift,11,2023-05-19 02:11:19,71.16,714999290,United Kingdom
98449528,57403712,High Gift,1,2023-02-22 09:00:15,2.85,215040157,United Kingdom
77793816,58247079,Minute Gift,7,2023-05-15 16:38:07,78.64,607992673,United Kingdom
78443579,14341861,Prevent Gift,12,2023-04-02 20:39:45,7.94,162886899,United Kingdom
33172199,57719578,Woman Gift,7,2023-01-03 20:24:43,67.92,436058677,United Kingdom
91779357,89312393,Course Gift,9,2023-04-27 18:32:37,50.08,643031799,United Kingdom
64615379,82625687,Science Gift,10,2023-03-20 02:43:15,1.57,772557792,United Kingdom
55747765,39116448,Have Gift,6,2023-01-19 18:44:05,70.38,789395535,United Kingdom
67456461,72008843,Edge Gift,5,2023-03-03 00:57:49,46.37,467412367,United Kingdom
13839556,44119220,Pass Gift,9,2023-06-16 15:56:36,4.11,296609175,United Kingdom
96998387,55835999,Writer Gift,1,2023-03-26 04:26:44,20.12,862407006,United Kingdom
23542142,41045074,Bank Gift,14,2022-12-20 21:24:37,40.86,172908934,United Kingdom
65036779,60525719,Million Gift,18,2023-04-11 01:34:39,16.38,440884022,United Kingdom
31451092,27259636,Drug Gift,2,2023-06-08 09:18:41,89.12,145452757,United Kingdom
84404275,69700077,Star Gift,8,2023-04-05 11:15:08,2.07,584879747,United Kingdom
C76268557,38319239,Each Gift,15,2023-02-21 18:12:36,22.7,778306137,United Kingdom
72395485,40949122,Century Gift,18,2023-05-10 13:31:33,86.57,702596232,United Kingdom
26641473,93515782,Model Gift,7,2022-12-26 11:25:01,40.57,212856758,United Kingdom
36154967,21678254,Together Gift,14,2022-12-06 20:07:34,12.0,289796051,United Kingdom
18041271,39564667,Live Gift,16,2023-03-14 18:51:44,46.95,145452757,United Kingdom
71968802,78025106,Behind Gift,3,2023-01-13 23:29:08,14.25,408409131,United Kingdom
83118929,78118368,Follow Gift,9,2023-05-23 09:45:30,92.57,281804244,United Kingdom
84797739,44354338,Argue Gift,14,2023-06-23 11:45:15,78.44,311336867,United Kingdom
69631834,22556056,Man Gift,19,2022-12-04 15:00:56,88.88,253193433,United Kingdom
59777387,56262308,Answer Gift,18,2022-12-13 04:44:08,17.74,232174843,United Kingdom
70026980,78744747,Argue Gift,7,2023-03-10 01:21:26,25.66,711955512,United Kingdom
80237663,76490007,Itself Gift,15,2023-05-11 09:29:43,69.78,172593202,United Kingdom
C20668471,64236278,Fear Gift,16,2023-04-28 07:02:59,81.98,215269752,United Kingdom
58714623,72864878,Second Gift,7,2023-03-28 07:26:40,79.8,346748495,United Kingdom
32593453,54775230,Among Gift,7,2023-01-13 16:41:07,36.66,687843200,United Kingdom
34956018,80525830,Full Gift,15,2023-06-11 16:39:19,91.94,969949413,United Kingdom
45068439,45738899,Father Gift,19,2023-04-29 11:25:58,22.34,438711516,United Kingdom
27913524,39351258,Agreement Gift,10,2023-04-27 11:25:49,50.77,968240369,United Kingdom
74497679,59792706,Bill Gift,2,2023-03-31 16:26:06,28.84,183224759,United Kingdom
97205235,40949122,Century Gift,5,2023-02-25 14:49:08,48.2,960585441,United Kingdom
67905067,60542110,Box Gift,7,2023-03-20 17:13:33,76.05,826543871,United Kingdom
47485274,85338626,We Gift,3,2022-12-25 03:41:47,82.96,118159531,United Kingdom
11188861,46721219,Growth Gift,19,2022-12-22 07:05:54,28.98,458982234,United Kingdom
87780559,20305829,Staff Gift,18,2023-01-21 09:18:36,99.78,148181575,United Kingdom
90575955,80633287,Local Gift,18,2023-01-24 09:12:59,94.38,403048951,United Kingdom
50601435,39425100,Ability Gift,10,2023-02-21 22:22:34,24.73,727752849,United Kingdom
81157565,48875607,Fight Gift,2,2022-12-20 00:02:10,49.03,699349941,United Kingdom
C35150681,79189096,Participant Gift,11,2023-02-02 10:15:25,38.97,886962221,United Kingdom
50008731,37099745,Bed Gift,14,2023-01-23 00:37:57,43.1,908922904,United Kingdom
78031613,72479726,Administration Gift,10,2023-03-09 03:30:45,34.59,307591120,United Kingdom
50407376,38436267,Reason Gift,3,2023-05-17 19:20:15,70.21,101809292,United Kingdom
83115356,88118558,Allow Gift,14,2023-04-26 13:37:38,7.96,762373010,United Kingdom
37490986,20564515,Can Gift,12,2023-01-11 15:27:29,80.68,272122426,United Kingdom
23845675,65084517,Tonight Gift,9,2023-04-04 21:44:30,73.4,682632895,United Kingdom
